time,acceleration,gyro,g_removed
0.003,0.07367343287348692,0.01425635980228271,0.03804032449853747
0.003,0.07397542696579107,0.014136396651102673,0.038413298519066906
0.004,0.0741184095508697,0.014014191913388761,0.03868194829895686
0.004,0.0740732863702087,0.013891712125285121,0.03882832445469092
0.004,0.07381555806221701,0.013770796830672836,0.03883737707637912
0.004,0.07332659410591766,0.013653092972370634,0.0386977159461025
0.004,0.07259472458846411,0.013539986476382182,0.038402293450409464
0.004,0.07161607732069257,0.013432535114671119,0.03794896749811303
0.004,0.07039510363502732,0.01333141563654991,0.03734089841241769
0.004,0.06894474902554641,0.013236903146505824,0.0365867321835925
0.005,0.06728622899459674,0.013148894882214088,0.03570052765057973
0.005,0.06544838147919373,0.013066976858073264,0.03470140323442954
0.006,0.06346660573333435,0.012990518155633865,0.03361291098565851
0.01,0.06138146250861642,0.012918771831914231,0.032462184975191224
0.01,0.059237065865688776,0.012850966428286177,0.031278938909162134
0.011000000000000001,0.05707940804687725,0.012786381003027994,0.03009439025983564
0.013000000000000001,0.05495472490720544,0.012724401603504647,0.028940168220818706
0.013999999999999999,0.052907953803159394,0.012664558138697744,0.027847234228146885
0.016,0.050981295675969186,0.012606541647247333,0.02684482951531601
0.018000000000000002,0.04921288932998672,0.012550205934602982,0.02595947464013541
0.02,0.047635615920437566,0.012495561524375759,0.025214057545803314
0.022000000000000002,0.04627605326634948,0.012442766945690385,0.02462703968124139
0.023,0.04515360383001136,0.012392117484158006,0.024211799148052486
0.024,0.04427983386535991,0.012344034096693426,0.023976132420121806
0.026000000000000002,0.043658070540971476,0.012299054573549715,0.02392194540569355
0.03,0.04328329730939466,0.012257818575420834,0.024045165428032762
0.03,0.043142366526638165,0.012221039844652611,0.024335890983517298
0.031,0.0432145254075909,0.012189476795312475,0.024778776444798246
0.034,0.04347224021879973,0.012163916344098935,0.025353640722342245
0.034,0.043882300874392204,0.01214516754838767,0.02603628761361437
0.036000000000000004,0.04440718405587699,0.01213404825488815,0.02679951552470287
0.039,0.045006651729412255,0.012131354536324492,0.027614282849844858
0.04,0.04563956243877104,0.012137815593154425,0.028450995829935474
0.040999999999999995,0.0462658421824421,0.01215403888169164,0.02928087665467196
0.043,0.04684849004178478,0.012180446420129455,0.030077330503855807
0.044000000000000004,0.047355445788365196,0.012217208283300687,0.030817197112993536
0.045,0.047761162149480174,0.012264188302091403,0.03148178013553046
0.049,0.0480477517335361,0.012320916151169758,0.03205756990165923
0.049,0.04820559510960245,0.01238659228831313,0.03253659206959575
0.05,0.04823334270416463,0.012460126454476299,0.03291634628753029
0.053,0.04813731131817593,0.012540204682508252,0.03319934250823256
0.053,0.04793032678763203,0.012625371036542668,0.03339227669267662
0.055999999999999994,0.047630126732663515,0.012714106483869147,0.03350493093208746
0.057999999999999996,0.0472575410214343,0.012804896257727292,0.03354895075923884
0.057999999999999996,0.04683472454909386,0.012896289942050013,0.033536685642494055
0.06,0.046383644621778686,0.012986959547794795,0.03348022599669834
0.063,0.04592490017681228,0.013075752023735588,0.03339068271057434
0.063,0.04547688043078755,0.013161728717936442,0.03327770486670586
